time,open,close,high,low
2024-09-08 03:00:00+06:00,127.68,127.697,127.817,127.502
2024-09-08 02:00:00+06:00,127.582,127.679,127.713,127.425
2024-09-08 01:00:00+06:00,127.546,127.58,127.59,127.328
2024-09-08 00:00:00+06:00,127.386,127.546,127.732,127.328
2024-09-07 23:00:00+06:00,127.093,127.386,127.418,127.017
2024-09-07 22:00:00+06:00,126.911,127.093,127.129,126.611
2024-09-07 21:00:00+06:00,126.904,126.909,127.034,126.628
2024-09-07 20:00:00+06:00,126.844,126.908,127.071,126.636
2024-09-07 19:00:00+06:00,127.109,126.854,127.299,126.83
2024-09-07 18:00:00+06:00,126.994,127.107,127.218,126.925
2024-09-07 17:00:00+06:00,127.028,126.995,127.257,126.932
2024-09-07 16:00:00+06:00,126.655,127.026,127.133,126.639
2024-09-07 15:00:00+06:00,126.444,126.655,126.723,126.352
2024-09-07 14:00:00+06:00,126.39,126.444,126.624,126.347
2024-09-07 13:00:00+06:00,126.557,126.39,126.614,126.144
2024-09-07 12:00:00+06:00,125.919,126.559,126.604,125.91
2024-09-07 11:00:00+06:00,126.87,125.919,126.968,125.89
2024-09-07 10:00:00+06:00,126.912,126.87,127.105,126.58
2024-09-07 09:00:00+06:00,127.234,126.912,127.234,126.87
2024-09-07 08:00:00+06:00,127.393,127.224,127.451,127.11
2024-09-07 07:00:00+06:00,126.908,127.39,127.411,126.856
2024-09-07 06:00:00+06:00,127.152,126.908,127.178,126.892
2024-09-07 05:00:00+06:00,127.333,127.15,127.573,127.071
2024-09-07 04:00:00+06:00,127.097,127.335,127.347,126.893
2024-09-07 03:00:00+06:00,127.23,127.097,127.274,126.913
2024-09-07 02:00:00+06:00,126.896,127.23,127.297,126.885
2024-09-07 01:00:00+06:00,126.947,126.896,127.044,126.77
2024-09-07 00:00:00+06:00,127.022,126.947,127.244,126.824
2024-09-06 23:00:00+06:00,126.973,127.022,127.083,126.91
2024-09-06 22:00:00+06:00,126.895,126.973,127.014,126.727
2024-09-06 21:00:00+06:00,127.259,126.897,127.313,126.891
2024-09-06 20:00:00+06:00,126.954,127.259,127.28,126.82
2024-09-06 19:00:00+06:00,127.334,126.954,127.335,126.948
2024-09-06 18:00:00+06:00,127.45,127.334,127.545,127.286
2024-09-06 17:00:00+06:00,127.929,127.452,127.944,127.401
2024-09-06 16:00:00+06:00,127.205,127.929,127.957,127.202
2024-09-06 15:00:00+06:00,127.197,127.205,127.297,127.069
2024-09-06 14:00:00+06:00,126.998,127.197,127.197,126.949
2024-09-06 13:00:00+06:00,126.474,126.998,127.01,126.434
2024-09-06 12:00:00+06:00,126.289,126.474,126.579,126.265
2024-09-06 11:00:00+06:00,126.168,126.291,126.353,126.12
2024-09-06 10:00:00+06:00,125.958,126.166,126.246,125.88
2024-09-06 09:00:00+06:00,125.718,125.955,126.097,125.63
2024-09-06 08:00:00+06:00,125.729,125.72,125.925,125.71
2024-09-06 07:00:00+06:00,125.679,125.729,125.999,125.646
2024-09-06 06:00:00+06:00,125.842,125.679,126.008,125.567
2024-09-06 05:00:00+06:00,126.081,125.842,126.151,125.806
2024-09-06 04:00:00+06:00,126.078,126.081,126.271,126.014
2024-09-06 03:00:00+06:00,126.09,126.074,126.27,125.92
2024-09-06 02:00:00+06:00,125.5,126.092,126.099,125.5
2024-09-06 01:00:00+06:00,125.635,125.5,125.741,125.492
2024-09-06 00:00:00+06:00,125.983,125.635,125.984,125.561
2024-09-05 23:00:00+06:00,126.567,125.983,126.571,125.956
2024-09-05 22:00:00+06:00,126.812,126.572,126.812,126.503
2024-09-05 21:00:00+06:00,126.554,126.808,126.84,126.504
2024-09-05 20:00:00+06:00,126.498,126.554,126.681,126.346
2024-09-05 19:00:00+06:00,126.731,126.498,126.798,126.408
2024-09-05 18:00:00+06:00,126.318,126.731,126.799,126.184
2024-09-05 17:00:00+06:00,126.345,126.315,126.518,126.22
2024-09-05 16:00:00+06:00,126.532,126.345,126.549,126.284
2024-09-05 15:00:00+06:00,126.078,126.532,126.534,126.004
2024-09-05 14:00:00+06:00,125.972,126.076,126.409,125.95
2024-09-05 13:00:00+06:00,126.341,125.972,126.582,125.966
2024-09-05 12:00:00+06:00,125.948,126.341,126.349,125.883
2024-09-05 11:00:00+06:00,126.069,125.948,126.148,125.935
2024-09-05 10:00:00+06:00,126.13,126.069,126.245,125.934
2024-09-05 09:00:00+06:00,125.867,126.13,126.213,125.715
2024-09-05 08:00:00+06:00,125.565,125.867,125.996,125.545
2024-09-05 07:00:00+06:00,125.368,125.565,125.573,125.308
2024-09-05 06:00:00+06:00,125.32,125.368,125.488,125.28
2024-09-05 05:00:00+06:00,125.564,125.323,125.579,125.21
2024-09-05 04:00:00+06:00,125.864,125.564,125.932,125.407
2024-09-05 03:00:00+06:00,125.878,125.864,125.93,125.646
2024-09-05 02:00:00+06:00,125.652,125.876,125.982,125.628
2024-09-05 01:00:00+06:00,125.694,125.655,125.707,125.431
2024-09-05 00:00:00+06:00,125.844,125.692,125.889,125.608
2024-09-04 23:00:00+06:00,125.601,125.844,125.981,125.509
2024-09-04 22:00:00+06:00,125.759,125.601,125.974,125.595
2024-09-04 21:00:00+06:00,125.638,125.759,126.018,125.451
2024-09-04 20:00:00+06:00,125.956,125.638,126.005,125.601
