time,open,close,high,low
2024-08-20 11:55:00,124.301,124.292,124.301,124.292
2024-08-20 11:54:00,124.319,124.301,124.321,124.295
2024-08-20 11:53:00,124.298,124.319,124.326,124.283
2024-08-20 11:52:00,124.302,124.3,124.336,124.293
2024-08-20 11:51:00,124.303,124.3,124.308,124.281
2024-08-20 11:50:00,124.31,124.303,124.325,124.3
2024-08-20 11:49:00,124.399,124.31,124.399,124.303
2024-08-20 11:48:00,124.401,124.401,124.417,124.376
2024-08-20 11:47:00,124.424,124.401,124.434,124.393
2024-08-20 11:46:00,124.362,124.42,124.428,124.354
2024-08-20 11:45:00,124.351,124.366,124.371,124.348
2024-08-20 11:44:00,124.343,124.351,124.364,124.333
2024-08-20 11:43:00,124.366,124.341,124.378,124.341
2024-08-20 11:42:00,124.319,124.368,124.377,124.317
2024-08-20 11:41:00,124.261,124.315,124.315,124.247
2024-08-20 11:40:00,124.279,124.261,124.283,124.248
2024-08-20 11:39:00,124.29,124.279,124.326,124.268
2024-08-20 11:38:00,124.279,124.29,124.301,124.258
2024-08-20 11:37:00,124.245,124.279,124.283,124.238
2024-08-20 11:36:00,124.247,124.245,124.256,124.226
2024-08-20 11:35:00,124.301,124.247,124.305,124.237
2024-08-20 11:34:00,124.323,124.301,124.327,124.3
2024-08-20 11:33:00,124.34,124.323,124.351,124.308
2024-08-20 11:32:00,124.333,124.34,124.351,124.324
2024-08-20 11:31:00,124.265,124.333,124.339,124.262
2024-08-20 11:30:00,124.247,124.266,124.269,124.237
2024-08-20 11:29:00,124.237,124.247,124.25,124.215
2024-08-20 11:28:00,124.267,124.234,124.278,124.233
2024-08-20 11:27:00,124.31,124.267,124.326,124.267
2024-08-20 11:26:00,124.278,124.308,124.312,124.267
2024-08-20 11:25:00,124.267,124.278,124.296,124.255
2024-08-20 11:24:00,124.234,124.267,124.277,124.231
2024-08-20 11:23:00,124.258,124.234,124.268,124.228
2024-08-20 11:22:00,124.238,124.258,124.268,124.237
2024-08-20 11:21:00,124.239,124.238,124.239,124.209
2024-08-20 11:20:00,124.236,124.239,124.255,124.217
2024-08-20 11:19:00,124.263,124.236,124.264,124.234
2024-08-20 11:18:00,124.244,124.259,124.261,124.21
2024-08-20 11:17:00,124.255,124.244,124.266,124.236
2024-08-20 11:16:00,124.24,124.255,124.258,124.233
2024-08-20 11:15:00,124.285,124.24,124.285,124.24
2024-08-20 11:14:00,124.273,124.285,124.286,124.247
2024-08-20 11:13:00,124.303,124.273,124.317,124.272
2024-08-20 11:12:00,124.296,124.303,124.304,124.279
2024-08-20 11:11:00,124.265,124.294,124.326,124.264
2024-08-20 11:10:00,124.274,124.269,124.302,124.268
2024-08-20 11:09:00,124.304,124.274,124.309,124.271
2024-08-20 11:08:00,124.301,124.304,124.311,124.278
2024-08-20 11:07:00,124.3,124.301,124.323,124.296
2024-08-20 11:06:00,124.228,124.299,124.307,124.228
2024-08-20 11:05:00,124.251,124.23,124.263,124.217
2024-08-20 11:04:00,124.263,124.252,124.282,124.239
2024-08-20 11:03:00,124.23,124.263,124.263,124.22
2024-08-20 11:02:00,124.219,124.23,124.23,124.194
2024-08-20 11:01:00,124.261,124.219,124.267,124.216
2024-08-20 11:00:00,124.307,124.261,124.314,124.261
2024-08-20 10:59:00,124.256,124.307,124.307,124.255
2024-08-20 10:58:00,124.278,124.256,124.278,124.25
2024-08-20 10:57:00,124.269,124.278,124.279,124.24
2024-08-20 10:56:00,124.264,124.267,124.28,124.243
2024-08-20 10:55:00,124.243,124.263,124.268,124.217
2024-08-20 10:54:00,124.313,124.249,124.313,124.248
2024-08-20 10:53:00,124.302,124.313,124.316,124.291
2024-08-20 10:52:00,124.315,124.302,124.332,124.302
2024-08-20 10:51:00,124.272,124.315,124.318,124.258
2024-08-20 10:50:00,124.272,124.272,124.275,124.244
2024-08-20 10:49:00,124.262,124.27,124.272,124.256
2024-08-20 10:48:00,124.263,124.264,124.299,124.258
2024-08-20 10:47:00,124.274,124.261,124.275,124.247
2024-08-20 10:46:00,124.268,124.272,124.274,124.253
2024-08-20 10:45:00,124.231,124.27,124.288,124.22
2024-08-20 10:44:00,124.215,124.231,124.255,124.215
2024-08-20 10:43:00,124.189,124.215,124.215,124.177
2024-08-20 10:42:00,124.185,124.189,124.204,124.171
2024-08-20 10:41:00,124.187,124.185,124.187,124.16
2024-08-20 10:40:00,124.211,124.187,124.22,124.187
2024-08-20 10:39:00,124.204,124.211,124.217,124.193
2024-08-20 10:38:00,124.161,124.204,124.205,124.139
2024-08-20 10:37:00,124.109,124.164,124.178,124.106
2024-08-20 10:36:00,124.125,124.101,124.13,124.09
2024-08-20 10:35:00,124.121,124.114,124.126,124.089
2024-08-20 10:34:00,124.094,124.13,124.13,124.092
2024-08-20 10:33:00,124.128,124.096,124.128,124.082
2024-08-20 10:32:00,124.115,124.128,124.131,124.093
2024-08-20 10:31:00,124.144,124.113,124.144,124.102
2024-08-20 10:30:00,124.134,124.144,124.163,124.123
