time,open,close,high,low
2024-09-14 01:00:00+06:00,124.093,124.095,124.097,124.093
2024-09-14 00:59:00+06:00,124.101,124.09,124.101,124.065
2024-09-14 00:58:00+06:00,124.041,124.099,124.101,124.023
2024-09-14 00:57:00+06:00,124.049,124.041,124.05,124.015
2024-09-14 00:56:00+06:00,124.075,124.049,124.08,124.049
2024-09-14 00:55:00+06:00,124.112,124.075,124.155,124.075
2024-09-14 00:54:00+06:00,124.18,124.112,124.184,124.107
2024-09-14 00:53:00+06:00,124.184,124.183,124.197,124.174
2024-09-14 00:52:00+06:00,124.129,124.184,124.184,124.129
2024-09-14 00:51:00+06:00,124.107,124.129,124.136,124.098
2024-09-14 00:50:00+06:00,124.136,124.096,124.136,124.08
2024-09-14 00:49:00+06:00,124.124,124.136,124.136,124.091
2024-09-14 00:48:00+06:00,124.118,124.126,124.132,124.1
2024-09-14 00:47:00+06:00,124.122,124.121,124.135,124.112
2024-09-14 00:46:00+06:00,124.107,124.12,124.13,124.085
2024-09-14 00:45:00+06:00,124.097,124.107,124.12,124.088
2024-09-14 00:44:00+06:00,124.102,124.097,124.12,124.09
2024-09-14 00:43:00+06:00,124.1,124.104,124.124,124.083
2024-09-14 00:42:00+06:00,124.094,124.1,124.118,124.088
2024-09-14 00:41:00+06:00,124.07,124.094,124.11,124.064
2024-09-14 00:40:00+06:00,124.154,124.071,124.163,124.069
2024-09-14 00:39:00+06:00,124.158,124.154,124.202,124.154
2024-09-14 00:38:00+06:00,124.127,124.158,124.173,124.127
2024-09-14 00:37:00+06:00,124.178,124.127,124.182,124.117
2024-09-14 00:36:00+06:00,124.216,124.178,124.222,124.157
2024-09-14 00:35:00+06:00,124.189,124.216,124.218,124.169
2024-09-14 00:34:00+06:00,124.177,124.191,124.211,124.169
2024-09-14 00:33:00+06:00,124.204,124.179,124.233,124.179
2024-09-14 00:32:00+06:00,124.225,124.203,124.229,124.195
2024-09-14 00:31:00+06:00,124.256,124.227,124.256,124.215
2024-09-14 00:30:00+06:00,124.297,124.258,124.32,124.237
2024-09-14 00:29:00+06:00,124.273,124.297,124.297,124.267
2024-09-14 00:28:00+06:00,124.256,124.273,124.281,124.244
2024-09-14 00:27:00+06:00,124.227,124.258,124.259,124.218
2024-09-14 00:26:00+06:00,124.237,124.224,124.247,124.224
2024-09-14 00:25:00+06:00,124.236,124.239,124.255,124.204
2024-09-14 00:24:00+06:00,124.237,124.236,124.263,124.221
2024-09-14 00:23:00+06:00,124.211,124.237,124.241,124.206
2024-09-14 00:22:00+06:00,124.185,124.211,124.223,124.176
2024-09-14 00:21:00+06:00,124.185,124.185,124.202,124.159
2024-09-14 00:20:00+06:00,124.134,124.185,124.185,124.13
2024-09-14 00:19:00+06:00,124.171,124.134,124.173,124.116
2024-09-14 00:18:00+06:00,124.183,124.171,124.202,124.169
2024-09-14 00:17:00+06:00,124.165,124.186,124.213,124.165
2024-09-14 00:16:00+06:00,124.11,124.165,124.171,124.11
2024-09-14 00:15:00+06:00,124.128,124.11,124.142,124.103
2024-09-14 00:14:00+06:00,124.141,124.128,124.144,124.104
2024-09-14 00:13:00+06:00,124.11,124.138,124.154,124.097
2024-09-14 00:12:00+06:00,124.1,124.114,124.122,124.099
2024-09-14 00:11:00+06:00,124.17,124.098,124.17,124.088
2024-09-14 00:10:00+06:00,124.224,124.173,124.225,124.161
2024-09-14 00:09:00+06:00,124.234,124.226,124.244,124.218
2024-09-14 00:08:00+06:00,124.203,124.232,124.236,124.189
2024-09-14 00:07:00+06:00,124.181,124.199,124.203,124.164
2024-09-14 00:06:00+06:00,124.191,124.181,124.211,124.181
2024-09-14 00:05:00+06:00,124.174,124.191,124.191,124.165
2024-09-14 00:04:00+06:00,124.109,124.174,124.177,124.105
2024-09-14 00:03:00+06:00,124.141,124.109,124.142,124.109
2024-09-14 00:02:00+06:00,124.163,124.141,124.188,124.135
2024-09-14 00:01:00+06:00,124.127,124.158,124.169,124.124
2024-09-14 00:00:00+06:00,124.103,124.126,124.139,124.102
2024-09-13 23:59:00+06:00,124.107,124.103,124.121,124.091
2024-09-13 23:58:00+06:00,124.158,124.107,124.16,124.104
2024-09-13 23:57:00+06:00,124.145,124.158,124.166,124.132
2024-09-13 23:56:00+06:00,124.145,124.142,124.15,124.102
2024-09-13 23:55:00+06:00,124.144,124.145,124.162,124.135
2024-09-13 23:54:00+06:00,124.189,124.149,124.189,124.146
2024-09-13 23:53:00+06:00,124.226,124.189,124.226,124.173
2024-09-13 23:52:00+06:00,124.245,124.222,124.254,124.22
2024-09-13 23:51:00+06:00,124.178,124.245,124.25,124.169
2024-09-13 23:50:00+06:00,124.226,124.183,124.228,124.181
2024-09-13 23:49:00+06:00,124.26,124.226,124.264,124.221
2024-09-13 23:48:00+06:00,124.266,124.264,124.292,124.259
2024-09-13 23:47:00+06:00,124.281,124.265,124.306,124.245
2024-09-13 23:46:00+06:00,124.243,124.281,124.283,124.224
2024-09-13 23:45:00+06:00,124.276,124.243,124.297,124.243
2024-09-13 23:44:00+06:00,124.245,124.276,124.28,124.235
2024-09-13 23:43:00+06:00,124.232,124.245,124.245,124.212
2024-09-13 23:42:00+06:00,124.254,124.232,124.262,124.204
2024-09-13 23:41:00+06:00,124.278,124.254,124.299,124.25
2024-09-13 23:40:00+06:00,124.316,124.278,124.317,124.272
2024-09-13 23:39:00+06:00,124.296,124.316,124.318,124.282
2024-09-13 23:38:00+06:00,124.281,124.296,124.305,124.264
2024-09-13 23:37:00+06:00,124.302,124.274,124.316,124.271
